school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1_port,G2_port,G3_port,GT_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_port_rank,G2_port_rank,G3_port_rank,GT_port_rank,G1_port_rank_bin,G2_port_rank_bin,G3_port_rank_bin,GT_port_rank_bin
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,34,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,307,319,277,329,5,5,5,5
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9,28,-0.510025280859686,-0.8827759712184965,-0.9002043093068048,-0.7997856309780591,-0.510025280859686,-0.8827759712184965,-0.9002043093068048,-0.7997856309780591,398,505,550,519,6,7,7,7
GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13,38,0.5836082233625709,0.14765857072539595,0.3388892150624769,0.37326355131314365,0.5836082233625709,0.14765857072539595,0.3388892150624769,0.37326355131314365,153,233,195,214,4,4,4,4
GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12,37,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,153,233,277,239,4,4,5,4
GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12,35,0.21906372195515192,-0.1958196099225682,0.029115833970156463,0.018262813294916167,0.21906372195515192,-0.1958196099225682,0.029115833970156463,0.018262813294916167,225,319,277,306,4,5,5,5
GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,13,11,11,35,0.5836082233625709,-0.1958196099225682,-0.28065754712216395,0.03736662872313857,0.5836082233625709,-0.1958196099225682,-0.28065754712216395,0.03736662872313857,153,319,349,306,4,5,5,5
GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15,45,1.3126972261774088,1.1780931126692884,0.9584359772471177,1.2030680134665626,1.3126972261774088,1.1780931126692884,0.9584359772471177,1.2030680134665626,47,61,83,73,2,2,3,3
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,12,10,11,33,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,-0.2095871410585685,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,-0.2095871410585685,225,422,349,354,4,6,5,5
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,9,9,10,28,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,493,505,453,519,6,7,6,7
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,31,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,493,319,349,422,6,5,5,6
GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12,37,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.2578687855288449,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.2578687855288449,225,153,277,239,4,4,5,4
GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,35,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,307,233,277,306,5,4,5,5
GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,9,11,11,31,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,493,319,349,422,6,5,5,6
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,13,12,12,37,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,153,233,277,239,4,4,5,4
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8,26,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,-1.034983382879322,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,-1.034983382879322,493,505,585,560,6,7,8,7
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,48,1.677241727584828,1.5215712933172525,1.2682093583394383,1.5580687514847902,1.677241727584828,1.5215712933172525,1.2682093583394383,1.5580687514847902,25,36,47,36,1,2,2,2
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12,37,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.2578687855288449,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.2578687855288449,225,153,277,239,4,4,5,4
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10,31,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,-0.14548077945226706,-0.5392977905705323,-0.5904309282144844,-0.44478489295983153,307,422,453,422,5,6,6,6
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,48,1.677241727584828,1.5215712933172525,1.2682093583394383,1.5580687514847902,1.677241727584828,1.5215712933172525,1.2682093583394383,1.5580687514847902,25,36,47,36,1,2,2,2
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10,30,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,398,422,453,451,6,6,6,6
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10,30,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,398,422,453,451,6,6,6,6
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,33,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,-0.2095871410585685,0.21906372195515192,-0.5392977905705323,-0.28065754712216395,-0.2095871410585685,225,422,349,354,4,6,5,5
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,44,1.3126972261774088,1.1780931126692884,0.6486625961547973,1.0950210452300424,1.3126972261774088,1.1780931126692884,0.6486625961547973,1.0950210452300424,47,61,132,87,2,2,3,3
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,33,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,307,319,349,354,5,5,5,5
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,28,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,-0.82623724395406,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,-0.82623724395406,558,422,453,519,7,6,6,7
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,53,2.4063307303996657,1.8650494739652166,1.887756120524079,2.1482672414042807,2.4063307303996657,1.8650494739652166,1.887756120524079,2.1482672414042807,2,16,3,8,1,1,1,1
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,44,1.677241727584828,0.8346149320213242,0.6486625961547973,1.1023688427778209,1.677241727584828,0.8346149320213242,0.6486625961547973,1.1023688427778209,25,99,132,87,1,3,3,3
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,47,1.677241727584828,1.1780931126692884,1.2682093583394383,1.4382657653678261,1.677241727584828,1.1780931126692884,1.2682093583394383,1.4382657653678261,25,61,47,48,1,2,2,2
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,41,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,82,153,132,138,3,4,3,3
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,42,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,82,99,132,123,3,3,3,3
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,39,0.9481527247699899,0.14765857072539595,0.3388892150624769,0.5004143349778863,0.9481527247699899,0.14765857072539595,0.3388892150624769,0.5004143349778863,82,233,195,181,3,4,4,4
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,27,-0.874569782267105,-0.8827759712184965,-0.9002043093068048,-0.9269364146428019,-0.874569782267105,-0.8827759712184965,-0.9002043093068048,-0.9269364146428019,493,505,550,540,6,7,7,7
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,32,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,398,319,349,385,6,5,5,5
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,30,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,493,422,349,451,6,6,5,6
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,38,0.5836082233625709,0.14765857072539595,0.3388892150624769,0.37326355131314365,0.5836082233625709,0.14765857072539595,0.3388892150624769,0.37326355131314365,153,233,195,214,4,4,4,4
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,33,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,398,319,277,354,6,5,5,5
GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,27,-0.510025280859686,-0.8827759712184965,-1.2099776903991253,-0.9078325992145794,-0.510025280859686,-0.8827759712184965,-1.2099776903991253,-0.9078325992145794,398,505,585,540,6,7,8,7
GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,32,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,307,422,349,385,5,6,5,5
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,36,-0.14548077945226706,0.14765857072539595,0.3388892150624769,0.11896198398365813,-0.14548077945226706,0.14765857072539595,0.3388892150624769,0.11896198398365813,307,233,195,277,5,4,4,5
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,37,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,0.5836082233625709,0.14765857072539595,0.029115833970156463,0.26521658307662327,153,233,277,239,4,4,5,4
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,42,1.3126972261774088,0.4911367513733601,0.6486625961547973,0.8554150729961136,1.3126972261774088,0.4911367513733601,0.6486625961547973,0.8554150729961136,47,153,132,123,2,4,3,3
GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,29,-0.874569782267105,-0.8827759712184965,-0.28065754712216395,-0.710842478169761,-0.874569782267105,-0.8827759712184965,-0.28065754712216395,-0.710842478169761,493,505,349,493,6,7,5,6
GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,35,0.5836082233625709,-0.1958196099225682,-0.28065754712216395,0.03736662872313857,0.5836082233625709,-0.1958196099225682,-0.28065754712216395,0.03736662872313857,153,319,349,306,4,5,5,5
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,42,0.5836082233625709,0.8346149320213242,0.9584359772471177,0.8289634600201129,0.5836082233625709,0.8346149320213242,0.9584359772471177,0.8289634600201129,153,99,83,123,4,3,3,3
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,34,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,307,319,277,329,5,5,5,5
GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,28,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,493,505,453,519,6,7,6,7
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,30,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,398,422,453,451,6,6,6,6
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,26,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,-1.0540871983075446,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,-1.0540871983075446,558,505,550,560,7,7,7,7
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,31,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,493,319,349,422,6,5,5,6
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,26,-0.874569782267105,-1.2262541518664605,-0.9002043093068048,-1.046739400759766,-0.874569782267105,-1.2262541518664605,-0.9002043093068048,-1.046739400759766,493,577,550,560,6,7,7,7
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,41,1.3126972261774088,0.4911367513733601,0.3388892150624769,0.7473681047595933,1.3126972261774088,0.4911367513733601,0.3388892150624769,0.7473681047595933,47,153,195,138,2,4,4,3
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,34,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,0.21906372195515192,-0.1958196099225682,-0.28065754712216395,-0.08978415494160416,225,319,349,329,4,5,5,5
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,39,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,0.5836082233625709,0.4911367513733601,0.3388892150624769,0.493066537430108,153,153,195,181,4,4,4,4
